Incident Datetime;Incident Date;Incident Time;Incident Day of Week;Report Datetime;Incident Category;Resolution;Police District ;Analysis Neighborhood;Latitude;Longitude
22/02/2022 02:28;22/02/2022;02:28;Tuesday;22/02/2022 02:36;Assault;Open or Active;Northern;Marina;37.79843905991203;-122.43239266601849
26/01/2022 00:00;26/01/2022;00:00;Wednesday;28/01/2022 11:45;Non-Criminal;Open or Active;Northern;Marina;37.80466856646345;-122.4411962312475
24/04/2022 23:00;24/04/2022;23:00;Sunday;25/04/2022 07:56;Assault;Open or Active;Northern;Marina;37.79900004908356;-122.44264789818902
26/08/2022 07:44;26/08/2022;07:44;Friday;26/08/2022 07:44;Other Miscellaneous;Open or Active;Northern;Marina;37.80123569763512;-122.43295762803383
13/08/2022 14:45;13/08/2022;14:45;Saturday;16/08/2022 18:40;Non-Criminal;Open or Active;Northern;Marina;37.801862903571724;-122.4280221000818
24/10/2023 19:00;24/10/2023;19:00;Tuesday;25/10/2023 16:41;Lost Property;Open or Active;Northern;Marina;37.79900004908356;-122.44264789818902
29/09/2023 19:10;29/09/2023;19:10;Friday;29/09/2023 21:12;Larceny Theft;Open or Active;Northern;Marina;37.80504328668041;-122.43379794514195
15/08/2022 10:45;15/08/2022;10:45;Monday;15/08/2022 10:57;Case Closure;Cite or Arrest Adult;Northern;Marina;37.80141778620268;-122.44653029284345
29/09/2023 19:10;29/09/2023;19:10;Friday;29/09/2023 21:12;Fraud;Open or Active;Northern;Marina;37.80504328668041;-122.43379794514195
22/03/2023 18:23;22/03/2023;18:23;Wednesday;22/03/2023 18:23;Other;Open or Active;Northern;Marina;37.7983244153502;-122.44079814973743
23/03/2023 11:50;23/03/2023;11:50;Thursday;23/03/2023 13:47;Larceny Theft;Open or Active;Northern;Marina;37.80163320684868;-122.44781957435478
23/03/2023 07:27;23/03/2023;07:27;Thursday;23/03/2023 07:27;Malicious Mischief;Open or Active;Northern;Marina;37.80504328668041;-122.43379794514195
23/03/2023 02:30;23/03/2023;02:30;Thursday;23/03/2023 08:34;Burglary;Open or Active;Northern;Marina;37.80090820780244;-122.44303462508903
29/06/2023 18:38;29/06/2023;18:38;Thursday;07/07/2023 10:59;Larceny Theft;Open or Active;Northern;Marina;37.79900004908356;-122.44264789818902
15/08/2022 10:45;15/08/2022;10:45;Monday;15/08/2022 10:57;Larceny Theft;Cite or Arrest Adult;Northern;Marina;37.80141778620268;-122.44653029284345
28/09/2023 12:30;28/09/2023;12:30;Thursday;29/09/2023 14:13;Larceny Theft;Open or Active;Northern;Marina;37.80048648688517;-122.44634836356771
29/09/2023 14:20;29/09/2023;14:20;Friday;29/09/2023 14:36;Assault;Open or Active;Northern;Marina;37.80046921742964;-122.43111529139097
07/07/2023 13:00;07/07/2023;13:00;Friday;29/09/2023 21:49;Offences Against The Family And Children;Open or Active;Northern;Marina;37.80101678343226;-122.43959833788341
23/03/2023 22:00;23/03/2023;22:00;Thursday;24/03/2023 06:15;Motor Vehicle Theft;Open or Active;Park;Marina;37.79739358570342;-122.44061007843756
24/03/2023 07:00;24/03/2023;07:00;Friday;24/03/2023 08:02;Non-Criminal;Open or Active;Northern;Marina;37.80626239435766;-122.43743292601647
24/03/2023 12:30;24/03/2023;12:30;Friday;24/03/2023 17:43;Larceny Theft;Cite or Arrest Adult;Northern;Marina;37.801787342426636;-122.44660957715965
21/03/2023 15:00;21/03/2023;15:00;Tuesday;24/03/2023 11:00;Non-Criminal;Open or Active;Northern;Marina;37.79900004908356;-122.44264789818902
18/03/2023 23:00;18/03/2023;23:00;Saturday;23/03/2023 18:42;Assault;Open or Active;Northern;Marina;37.7998429520262;-122.43604617512675
02/05/2024 01:00;02/05/2024;01:00;Thursday;02/05/2024 03:53;Other Miscellaneous;Open or Active;Ingleside;McLaren Park;37.71650695800781;-122.40802001953125
01/05/2024 18:00;01/05/2024;18:00;Wednesday;02/05/2024 06:08;Motor Vehicle Theft;Open or Active;Bayview;McLaren Park;37.72359848022461;-122.41395568847656
29/09/2023 17:33;29/09/2023;17:33;Friday;29/09/2023 17:33;Other Miscellaneous;Open or Active;Ingleside;McLaren Park;37.721809309292134;-122.41648441886227
12/07/2021 18:18;12/07/2021;18:18;Monday;12/07/2021 18:26;Other Miscellaneous;Open or Active;Mission;Mission;37.74817939136343;-122.41917060471224
07/07/2021 08:18;07/07/2021;08:18;Wednesday;07/07/2021 08:28;Assault;Cite or Arrest Adult;Mission;Mission;37.753836586731786;-122.41859394629981
20/08/2021 22:00;20/08/2021;22:00;Friday;26/08/2021 17:47;Other;Open or Active;Mission;Mission;37.76161711991717;-122.42295533494625
25/09/2022 17:00;25/09/2022;17:00;Sunday;26/09/2022 17:09;Missing Person;Open or Active;Mission;Mission;37.75723240847821;-122.41562619847495
21/10/2021 13:20;21/10/2021;13:20;Thursday;21/10/2021 13:22;Non-Criminal;Open or Active;Mission;Mission;37.752572755312706;-122.41299517589735
21/09/2021 20:19;21/09/2021;20:19;Tuesday;21/09/2021 20:19;Assault;Open or Active;Mission;Mission;37.76578329861651;-122.40753423057456
04/08/2021 17:45;04/08/2021;17:45;Wednesday;04/08/2021 18:55;Fire Report;Open or Active;Mission;Mission;37.75858492478668;-122.41984131774169
23/10/2021 07:13;23/10/2021;07:13;Saturday;23/10/2021 07:16;Non-Criminal;Open or Active;Mission;Mission;37.76505133632968;-122.41966897380142
16/03/2022 14:30;16/03/2022;14:30;Wednesday;16/03/2022 15:00;Assault;Open or Active;Mission;Mission;37.752684887265225;-122.41096266273817
21/09/2021 00:15;21/09/2021;00:15;Tuesday;21/09/2021 00:15;Assault;Open or Active;Mission;Mission;37.75285240350464;-122.40818896891844
27/10/2021 19:25;27/10/2021;19:25;Wednesday;27/10/2021 19:29;Assault;Open or Active;Mission;Mission;37.765720754921674;-122.42196431314674
31/01/2022 20:51;31/01/2022;20:51;Monday;31/01/2022 20:51;Arson;Open or Active;Southern;Mission;37.77100577130384;-122.41964545936246
01/11/2021 19:00;01/11/2021;19:00;Monday;02/11/2021 11:53;Arson;Open or Active;Mission;Mission;37.75220444116967;-122.4190175437401
26/10/2021 10:30;26/10/2021;10:30;Tuesday;26/10/2021 13:36;Lost Property;Open or Active;Mission;Mission;37.76142713261589;-122.42607650292528
01/12/2021 03:38;01/12/2021;03:38;Wednesday;02/12/2021 15:00;Malicious Mischief;Open or Active;Mission;Mission;37.76500219593699;-122.42048249299624
30/09/2021 09:00;30/09/2021;09:00;Thursday;30/09/2021 09:22;Assault;Cite or Arrest Adult;Mission;Mission;37.76505133632968;-122.41966897380142
02/01/2022 07:00;02/01/2022;07:00;Sunday;02/01/2022 07:10;Assault;Open or Active;Mission;Mission;37.76578329861651;-122.40753423057456
19/11/2021 21:30;19/11/2021;21:30;Friday;20/11/2021 02:00;Fraud;Open or Active;Mission;Mission;37.75220444116967;-122.4190175437401
25/02/2022 18:15;25/02/2022;18:15;Friday;25/02/2022 18:15;Non-Criminal;Open or Active;Mission;Mission;37.749172182064;-122.41595464350685
09/12/2021 12:07;09/12/2021;12:07;Thursday;09/12/2021 12:09;Larceny Theft;Cite or Arrest Adult;Mission;Mission;37.75996737508222;-122.42364130874256
01/12/2021 18:00;01/12/2021;18:00;Wednesday;16/02/2022 14:30;Burglary;Open or Active;Mission;Mission;37.752074434177075;-122.42114296980318
01/03/2022 10:03;01/03/2022;10:03;Tuesday;01/03/2022 10:07;Other Miscellaneous;Open or Active;Mission;Mission;37.75863256660654;-122.41905260777229
13/01/2021 12:44;13/01/2021;12:44;Wednesday;13/01/2022 12:50;Assault;Open or Active;Mission;Mission;37.768273652528386;-122.41998151324081
05/01/2022 16:10;05/01/2022;16:10;Wednesday;05/01/2022 16:18;Assault;Open or Active;Mission;Mission;37.76018890923618;-122.41997494764911
18/04/2022 15:50;18/04/2022;15:50;Monday;18/04/2022 15:53;Fire Report;Open or Active;Mission;Mission;37.764038921203024;-122.42277486654204
18/05/2022 03:26;18/05/2022;03:26;Wednesday;18/05/2022 03:36;Assault;Open or Active;Mission;Mission;37.75543693568604;-122.41874757531652
05/04/2022 13:34;05/04/2022;13:34;Tuesday;05/04/2022 13:34;Warrant;Cite or Arrest Adult;Mission;Mission;37.7691985467523;-122.4177829388001
12/05/2022 21:00;12/05/2022;21:00;Thursday;14/05/2022 01:46;Lost Property;Open or Active;Mission;Mission;37.764858949225236;-122.42285341516849
07/04/2022 20:26;07/04/2022;20:26;Thursday;07/04/2022 20:49;Burglary;Open or Active;Mission;Mission;37.753836586731786;-122.41859394629981
04/07/2022 23:45;04/07/2022;23:45;Monday;05/07/2022 01:00;Arson;Open or Active;Mission;Mission;37.752628589044264;-122.41189982277923
28/12/2022 12:36;28/12/2022;12:36;Wednesday;28/12/2022 12:36;Suspicious Occ;Open or Active;Mission;Mission;37.76149115611754;-122.42502485656384
15/04/2022 22:45;15/04/2022;22:45;Friday;16/04/2022 01:26;Other Miscellaneous;Open or Active;Mission;Mission;37.752439644389675;-122.41517229045435
25/08/2022 04:00;25/08/2022;04:00;Thursday;25/08/2022 04:34;Assault;Open or Active;Southern;Mission;37.77250281646585;-122.42261969178954
24/04/2022 16:30;24/04/2022;16:30;Sunday;24/04/2022 17:45;Non-Criminal;Open or Active;Mission;Mission;37.751971624347846;-122.4228788338116
30/05/2022 07:25;30/05/2022;07:25;Monday;30/05/2022 07:53;Arson;Open or Active;Mission;Mission;37.76491737717617;-122.42188644715362
08/04/2022 17:49;08/04/2022;17:49;Friday;08/04/2022 18:04;Other;Open or Active;Mission;Mission;37.764783451283925;-122.42410268505228
04/07/2022 00:00;04/07/2022;00:00;Monday;05/07/2022 11:01;Larceny Theft;Open or Active;Mission;Mission;37.76156567221035;-122.42380067197969
22/07/2022 15:38;22/07/2022;15:38;Friday;22/07/2022 15:38;Other Miscellaneous;Cite or Arrest Adult;Mission;Mission;37.766405766276556;-122.42425811457072
13/09/2022 09:05;13/09/2022;09:05;Tuesday;13/09/2022 09:11;Assault;Open or Active;Mission;Mission;37.75863256660654;-122.41905260777229
20/07/2022 13:40;20/07/2022;13:40;Wednesday;20/07/2022 13:46;Non-Criminal;Open or Active;Mission;Mission;37.75220444116967;-122.4190175437401
30/08/2022 20:15;30/08/2022;20:15;Tuesday;30/08/2022 20:30;Robbery;Open or Active;Mission;Mission;37.76560583760297;-122.41048669029503
02/10/2022 09:55;02/10/2022;09:55;Sunday;02/10/2022 09:55;Other Miscellaneous;Exceptional Adult;Mission;Mission;37.76560583760297;-122.41048669029503
28/07/2022 16:04;28/07/2022;16:04;Thursday;28/07/2022 16:09;Assault;Open or Active;Mission;Mission;37.75300402962228;-122.40633623830558
14/07/2022 16:00;14/07/2022;16:00;Thursday;14/07/2022 16:09;Non-Criminal;Open or Active;Mission;Mission;37.76499626872751;-122.42058060938771
20/07/2022 10:00;20/07/2022;10:00;Wednesday;21/07/2022 15:41;Larceny Theft;Open or Active;Mission;Mission;37.76817786907554;-122.41073071858334
01/02/2023 14:50;01/02/2023;14:50;Wednesday;02/02/2023 00:13;Robbery;Open or Active;Mission;Mission;37.753703092703674;-122.42081213698863
19/09/2022 07:43;19/09/2022;07:43;Monday;19/09/2022 07:52;Warrant;Cite or Arrest Adult;Mission;Mission;37.76505133632968;-122.41966897380142
02/05/2024 04:10;02/05/2024;04:10;Thursday;02/05/2024 13:27;Larceny Theft;Open or Active;Mission;Mission;37.74821090698242;-122.41586303710938
02/05/2024 04:45;02/05/2024;04:45;Thursday;02/05/2024 09:46;Burglary;Open or Active;Mission;Mission;37.76014709472656;-122.42066192626953
26/03/2024 16:00;26/03/2024;16:00;Tuesday;02/05/2024 20:57;Motor Vehicle Theft;Open or Active;Mission;Mission;37.76164245605469;-122.41204833984375
28/11/2023 19:30;28/11/2023;19:30;Tuesday;28/11/2023 19:46;Non-Criminal;Open or Active;Mission;Mission;37.76653957529556;-122.42204381448558
29/09/2023 20:16;29/09/2023;20:16;Friday;29/09/2023 20:17;Drug Offense;Cite or Arrest Adult;Mission;Mission;37.75683373380551;-122.40669900268833
29/09/2023 15:41;29/09/2023;15:41;Friday;29/09/2023 15:45;Suspicious Occ;Unfounded;Mission;Mission;37.76560583760297;-122.41048669029503
29/09/2023 15:50;29/09/2023;15:50;Friday;29/09/2023 16:00;Non-Criminal;Open or Active;Mission;Mission;37.764783451283925;-122.42410268505228
29/09/2023 13:30;29/09/2023;13:30;Friday;29/09/2023 16:29;Larceny Theft;Open or Active;Mission;Mission;37.76149115611754;-122.42502485656384
28/09/2023 22:00;28/09/2023;22:00;Thursday;29/09/2023 18:35;Motor Vehicle Theft;Open or Active;Mission;Mission;37.76646479082014;-122.42328145664861
29/09/2023 18:00;29/09/2023;18:00;Friday;29/09/2023 18:05;Non-Criminal;Open or Active;Mission;Mission;37.76322118233464;-122.42307492896889
28/09/2023 20:36;28/09/2023;20:36;Thursday;29/09/2023 20:41;Motor Vehicle Theft;Open or Active;Mission;Mission;37.76817786907554;-122.41073071858334
23/03/2023 15:12;23/03/2023;15:12;Thursday;23/03/2023 15:12;Weapons Carrying Etc;Cite or Arrest Adult;Mission;Mission;37.757429523043974;-122.41234804162994
26/12/2022 13:00;26/12/2022;13:00;Monday;27/12/2022 14:35;Larceny Theft;Open or Active;Mission;Mission;37.761643045720184;-122.41205031008325
20/02/2023 19:10;20/02/2023;19:10;Monday;22/02/2023 17:14;Malicious Mischief;Open or Active;Mission;Mission;37.76505133632968;-122.41966897380142
23/03/2023 13:00;23/03/2023;13:00;Thursday;23/03/2023 13:15;Stolen Property;Cite or Arrest Adult;Southern;Mission;37.772222179073;-122.4183520340224
22/03/2023 22:46;22/03/2023;22:46;Wednesday;22/03/2023 22:46;Other Offenses;Open or Active;Mission;Mission;37.7691985467523;-122.4177829388001
21/03/2023 10:00;21/03/2023;10:00;Tuesday;21/03/2023 11:53;Larceny Theft;Open or Active;Mission;Mission;37.756054713668725;-122.40849924216333
18/02/2023 01:00;18/02/2023;01:00;Saturday;20/02/2023 13:09;Larceny Theft;Open or Active;Bayview;Mission;37.76325388611961;-122.40630557193332
22/03/2023 17:00;22/03/2023;17:00;Wednesday;23/03/2023 02:30;Motor Vehicle Theft;Open or Active;Mission;Mission;37.7555682772331;-122.41656664194113
23/03/2023 00:00;23/03/2023;00:00;Thursday;23/03/2023 06:35;Motor Vehicle Theft;Open or Active;Mission;Mission;37.76357160254071;-122.41733240731715
22/03/2023 11:28;22/03/2023;11:28;Wednesday;22/03/2023 11:30;Robbery;Open or Active;Mission;Mission;37.76491737717617;-122.42188644715362
23/03/2023 12:38;23/03/2023;12:38;Thursday;23/03/2023 12:39;Other Miscellaneous;Open or Active;Mission;Mission;37.76560583760297;-122.41048669029503
21/03/2023 21:00;21/03/2023;21:00;Tuesday;22/03/2023 09:21;Burglary;Open or Active;Mission;Mission;37.763635136449274;-122.41622727216804
15/03/2023 04:00;15/03/2023;04:00;Wednesday;21/03/2023 13:22;Burglary;Open or Active;Mission;Mission;37.76287322537526;-122.41289876473941
23/01/2023 20:01;23/01/2023;20:01;Monday;23/01/2023 21:33;Robbery;Cite or Arrest Adult;Mission;Mission;37.75428676962897;-122.411120125642
07/03/2023 23:30;07/03/2023;23:30;Tuesday;23/03/2023 11:38;Malicious Mischief;Open or Active;Mission;Mission;37.765489808055165;-122.41241642692775
17/11/2022 19:00;17/11/2022;19:00;Thursday;14/12/2022 17:37;Larceny Theft;Open or Active;Southern;Mission;37.77250281646585;-122.42261969178954
23/03/2023 21:00;23/03/2023;21:00;Thursday;23/03/2023 21:30;Non-Criminal;Open or Active;Mission;Mission;37.7569686010414;-122.42001109885577
05/11/2022 12:23;05/11/2022;12:23;Saturday;05/11/2022 19:33;Larceny Theft;Open or Active;Mission;Mission;37.76505133632968;-122.41966897380142
23/03/2023 09:00;23/03/2023;09:00;Thursday;23/03/2023 12:19;Larceny Theft;Open or Active;Mission;Mission;37.76560583760297;-122.41048669029503
12/11/2022 10:00;12/11/2022;10:00;Saturday;12/11/2022 22:41;Larceny Theft;Open or Active;Southern;Mission;37.770629853050906;-122.41247993630192
22/03/2023 11:28;22/03/2023;11:28;Wednesday;22/03/2023 11:30;Assault;Open or Active;Mission;Mission;37.76491737717617;-122.42188644715362
23/03/2023 04:00;23/03/2023;04:00;Thursday;23/03/2023 05:01;Robbery;Open or Active;Mission;Mission;37.76505133632968;-122.41966897380142
02/11/2022 00:00;02/11/2022;00:00;Wednesday;03/11/2022 15:14;Larceny Theft;Open or Active;Mission;Mission;37.76646479082014;-122.42328145664861
23/03/2023 18:44;23/03/2023;18:44;Thursday;23/03/2023 18:45;Malicious Mischief;Cite or Arrest Adult;Mission;Mission;37.75220444116967;-122.4190175437401
18/01/2023 22:33;18/01/2023;22:33;Wednesday;18/01/2023 22:33;Robbery;Cite or Arrest Adult;Mission;Mission;37.74910650517882;-122.4170488462938
23/03/2023 13:00;23/03/2023;13:00;Thursday;23/03/2023 13:00;Recovered Vehicle;Cite or Arrest Adult;Southern;Mission;37.772871946404145;-122.4203998011102
23/03/2023 15:12;23/03/2023;15:12;Thursday;23/03/2023 15:12;;Cite or Arrest Adult;Mission;Mission;37.757429523043974;-122.41234804162994
23/03/2023 17:13;23/03/2023;17:13;Thursday;23/03/2023 17:22;Non-Criminal;Open or Active;Mission;Mission;37.75290661105615;-122.40729118425897
23/03/2023 14:00;23/03/2023;14:00;Thursday;23/03/2023 14:18;Robbery;Open or Active;Mission;Mission;37.75543693568604;-122.41874757531652
19/03/2023 23:00;19/03/2023;23:00;Sunday;23/03/2023 18:40;Lost Property;Open or Active;Mission;Mission;37.76257883049033;-122.42166247826907
23/03/2023 15:12;23/03/2023;15:12;Thursday;23/03/2023 15:12;;Open or Active;Mission;Mission;37.757429523043974;-122.41234804162994
23/03/2023 04:10;23/03/2023;04:10;Thursday;23/03/2023 04:10;Non-Criminal;Open or Active;Mission;Mission;37.76257883049033;-122.42166247826907
22/03/2023 21:30;22/03/2023;21:30;Wednesday;23/03/2023 07:27;Motor Vehicle Theft;Open or Active;Mission;Mission;37.76819010858081;-122.42136452349546
23/03/2023 13:00;23/03/2023;13:00;Thursday;23/03/2023 13:15;Recovered Vehicle;Cite or Arrest Adult;Southern;Mission;37.772222179073;-122.4183520340224
04/03/2023 00:00;04/03/2023;00:00;Saturday;06/03/2023 12:20;Larceny Theft;Open or Active;Mission;Mission;37.75396776877417;-122.41641349023185
23/03/2023 19:40;23/03/2023;19:40;Thursday;23/03/2023 19:58;Disorderly Conduct;Open or Active;Mission;Mission;37.75204680877511;-122.42159515271041
23/03/2023 13:29;23/03/2023;13:29;Thursday;23/03/2023 13:35;Non-Criminal;Open or Active;Mission;Mission;37.760427451635174;-122.41096197259283
23/03/2023 19:40;23/03/2023;19:40;Thursday;23/03/2023 19:58;Weapons Offense;Open or Active;Mission;Mission;37.75204680877511;-122.42159515271041
23/03/2023 15:00;23/03/2023;15:00;Thursday;23/03/2023 15:50;Motor Vehicle Theft;Open or Active;Mission;Mission;37.76209916032053;-122.41499861820773
22/03/2023 21:00;22/03/2023;21:00;Wednesday;23/03/2023 09:27;Recovered Vehicle;Open or Active;Mission;Mission;37.76499626872751;-122.42058060938771
22/03/2023 04:30;22/03/2023;04:30;Wednesday;23/03/2023 17:07;Burglary;Open or Active;Mission;Mission;37.758498507780814;-122.42127173012831
22/03/2023 22:46;22/03/2023;22:46;Wednesday;22/03/2023 22:46;Recovered Vehicle;Open or Active;Mission;Mission;37.7691985467523;-122.4177829388001
22/03/2023 17:00;22/03/2023;17:00;Wednesday;23/03/2023 03:40;Motor Vehicle Theft;Open or Active;Mission;Mission;37.765183133520345;-122.41748659732667
22/03/2023 16:10;22/03/2023;16:10;Wednesday;22/03/2023 16:35;Assault;Open or Active;Mission;Mission;37.764645687155834;-122.42638170958058
22/03/2023 08:44;22/03/2023;08:44;Wednesday;23/03/2023 10:12;Suspicious Occ;Open or Active;Mission;Mission;37.75902814529158;-122.4125009314788
23/03/2023 09:49;23/03/2023;09:49;Thursday;23/03/2023 09:49;Malicious Mischief;Open or Active;Mission;Mission;37.767142180962104;-122.40667700592424
23/03/2023 15:12;23/03/2023;15:12;Thursday;23/03/2023 15:12;Weapons Carrying Etc;Cite or Arrest Adult;Mission;Mission;37.757429523043974;-122.41234804162994
23/03/2023 13:00;23/03/2023;13:00;Thursday;23/03/2023 13:15;Other Miscellaneous;Cite or Arrest Adult;Southern;Mission;37.772222179073;-122.4183520340224
31/01/2023 17:58;31/01/2023;17:58;Tuesday;31/01/2023 18:03;Robbery;Cite or Arrest Adult;Mission;Mission;37.74960063964786;-122.40882528116093
23/03/2023 08:00;23/03/2023;08:00;Thursday;23/03/2023 16:34;Larceny Theft;Open or Active;Mission;Mission;37.76505133632968;-122.41966897380142
22/03/2023 12:00;22/03/2023;12:00;Wednesday;23/03/2023 14:49;Lost Property;Open or Active;Mission;Mission;37.75220444116967;-122.4190175437401
22/03/2023 19:00;22/03/2023;19:00;Wednesday;23/03/2023 06:20;Motor Vehicle Theft;Open or Active;Mission;Mission;37.7666245156216;-122.42063784502452
23/03/2023 04:00;23/03/2023;04:00;Thursday;23/03/2023 05:01;Assault;Open or Active;Mission;Mission;37.76505133632968;-122.41966897380142
14/03/2023 22:50;14/03/2023;22:50;Tuesday;23/03/2023 11:40;Malicious Mischief;Open or Active;Mission;Mission;37.7654476075275;-122.41310524380863
15/03/2023 00:00;15/03/2023;00:00;Wednesday;21/03/2023 14:52;Burglary;Open or Active;Mission;Mission;37.76287322537526;-122.41289876473941
10/07/2023 00:30;10/07/2023;00:30;Monday;10/07/2023 01:00;Non-Criminal;Open or Active;Southern;Mission;37.770629853050906;-122.41247993630192
16/09/2023 00:00;16/09/2023;00:00;Saturday;28/09/2023 19:36;Assault;Open or Active;Mission;Mission;37.75550249751555;-122.417658993747
29/09/2023 01:42;29/09/2023;01:42;Friday;29/09/2023 01:43;Other Miscellaneous;Cite or Arrest Adult;Mission;Mission;37.75889598840878;-122.41469003170093
28/09/2023 23:50;28/09/2023;23:50;Thursday;28/09/2023 23:50;Traffic Violation Arrest;Cite or Arrest Adult;Mission;Mission;37.74829828595545;-122.41148412989142
28/09/2023 19:00;28/09/2023;19:00;Thursday;29/09/2023 20:07;Larceny Theft;Open or Active;Southern;Mission;37.77435867382556;-122.42025428037208
27/09/2023 04:00;27/09/2023;04:00;Wednesday;29/09/2023 13:15;Motor Vehicle Theft;Open or Active;Mission;Mission;37.76036964531928;-122.41192658753008
29/09/2023 01:42;29/09/2023;01:42;Friday;29/09/2023 01:43;Other Miscellaneous;Cite or Arrest Adult;Mission;Mission;37.75889598840878;-122.41469003170093
28/09/2023 23:23;28/09/2023;23:23;Thursday;29/09/2023 01:23;Assault;Open or Active;Mission;Mission;37.75396776877417;-122.41641349023185
28/09/2023 23:50;28/09/2023;23:50;Thursday;28/09/2023 23:50;Warrant;Cite or Arrest Adult;Mission;Mission;37.74829828595545;-122.41148412989142
28/09/2023 18:00;28/09/2023;18:00;Thursday;29/09/2023 20:09;Malicious Mischief;Open or Active;Mission;Mission;37.76257883049033;-122.42166247826907
28/09/2023 23:59;28/09/2023;23:59;Thursday;29/09/2023 00:06;Other Miscellaneous;Cite or Arrest Adult;Mission;Mission;37.762229213039454;-122.41284380243225
28/09/2023 22:00;28/09/2023;22:00;Thursday;28/09/2023 23:21;Assault;Open or Active;Mission;Mission;37.765183133520345;-122.41748659732667
20/09/2023 13:28;20/09/2023;13:28;Wednesday;27/09/2023 10:57;Homicide;Cite or Arrest Adult;Mission;Mission;37.761700908167974;-122.42157840187744
28/09/2023 15:37;28/09/2023;15:37;Thursday;28/09/2023 16:19;Malicious Mischief;Open or Active;Southern;Mission;37.773523379813106;-122.42123215696753
27/08/2023 00:30;27/08/2023;00:30;Sunday;29/09/2023 09:38;Robbery;Open or Active;Mission;Mission;37.762034000850846;-122.41607798747275
27/09/2023 20:50;27/09/2023;20:50;Wednesday;29/09/2023 17:57;Assault;Open or Active;Mission;Mission;37.75529478092247;-122.42096409369465
29/09/2023 15:00;29/09/2023;15:00;Friday;29/09/2023 15:00;Missing Person;Open or Active;Mission;Mission;37.76257883049033;-122.42166247826907
29/09/2023 00:00;29/09/2023;00:00;Friday;29/09/2023 13:01;Larceny Theft;Open or Active;Mission;Mission;37.75748490120071;-122.41142437143391
28/09/2023 23:59;28/09/2023;23:59;Thursday;29/09/2023 00:06;Malicious Mischief;Cite or Arrest Adult;Mission;Mission;37.762229213039454;-122.41284380243225
20/09/2023 13:28;20/09/2023;13:28;Wednesday;27/09/2023 10:57;Traffic Violation Arrest;Cite or Arrest Adult;Mission;Mission;37.761700908167974;-122.42157840187744
28/09/2023 17:00;28/09/2023;17:00;Thursday;29/09/2023 10:12;Larceny Theft;Open or Active;Mission;Mission;37.755970966730814;-122.42321453596975
20/09/2023 13:28;20/09/2023;13:28;Wednesday;27/09/2023 10:57;Traffic Collision;Cite or Arrest Adult;Mission;Mission;37.761700908167974;-122.42157840187744
30/04/2024 20:00;30/04/2024;20:00;Tuesday;02/05/2024 00:14;Missing Person;Open or Active;Mission;Mission;37.76042556762695;-122.41096496582031
02/05/2024 09:52;02/05/2024;09:52;Thursday;02/05/2024 09:52;Other Miscellaneous;Cite or Arrest Adult;Mission;Mission;37.7504768371582;-122.42098236083984
24/03/2023 01:00;24/03/2023;01:00;Friday;24/03/2023 01:28;Burglary;Open or Active;Northern;Mission;37.75396776877417;-122.41641349023185
10/06/2023 00:00;10/06/2023;00:00;Saturday;10/07/2023 16:30;Fraud;Open or Active;Mission;Mission;37.75703540085026;-122.41890102956305
24/03/2023 10:10;24/03/2023;10:10;Friday;24/03/2023 10:16;Malicious Mischief;Open or Active;Mission;Mission;37.768273652528386;-122.41998151324081
24/03/2023 13:02;24/03/2023;13:02;Friday;24/03/2023 13:02;Other Miscellaneous;Open or Active;Mission;Mission;37.75227136507791;-122.41787692129522
21/03/2023 12:00;21/03/2023;12:00;Tuesday;22/03/2023 13:30;Larceny Theft;Open or Active;Mission;Mission;37.76505133632968;-122.41966897380142
15/03/2023 00:00;15/03/2023;00:00;Wednesday;22/03/2023 09:08;Burglary;Open or Active;Mission;Mission;37.76287322537526;-122.41289876473941
23/03/2023 17:00;23/03/2023;17:00;Thursday;24/03/2023 16:05;Larceny Theft;Open or Active;Mission;Mission;37.74960063964786;-122.40882528116093
18/03/2023 00:00;18/03/2023;00:00;Saturday;19/03/2023 22:13;Larceny Theft;Open or Active;Southern;Mission;37.771863705465925;-122.41402670798057
23/03/2023 23:14;23/03/2023;23:14;Thursday;23/03/2023 23:14;Prostitution;Cite or Arrest Adult;Mission;Mission;37.75723240847821;-122.41562619847495
23/03/2023 20:10;23/03/2023;20:10;Thursday;23/03/2023 20:16;Disorderly Conduct;Cite or Arrest Adult;Mission;Mission;37.763429272147256;-122.41951273794947
23/03/2023 23:14;23/03/2023;23:14;Thursday;23/03/2023 23:14;Other Miscellaneous;Cite or Arrest Adult;Mission;Mission;37.75723240847821;-122.41562619847495
27/10/2022 17:30;27/10/2022;17:30;Thursday;21/03/2023 15:05;Larceny Theft;Open or Active;Southern;Mission;37.77250281646585;-122.42261969178954
24/03/2023 20:00;24/03/2023;20:00;Friday;24/03/2023 20:01;Assault;Cite or Arrest Adult;Mission;Mission;37.74926977171113;-122.41433563875279
23/03/2023 18:00;23/03/2023;18:00;Thursday;24/03/2023 07:26;Motor Vehicle Theft;Open or Active;Mission;Mission;37.75569946358863;-122.4143876024905
22/03/2023 03:00;22/03/2023;03:00;Wednesday;23/03/2023 18:43;Arson;Open or Active;Mission;Mission;37.76840526775054;-122.4178021552485
24/03/2023 01:45;24/03/2023;01:45;Friday;24/03/2023 02:16;Robbery;Open or Active;Mission;Mission;37.760433260443826;-122.41592874676807
